name;master;sign;tel_punto_vendita;indirizzo;ac;ea;ea7;aj;aju;casa;ga;fiori;dolci;occhiali;orologi_gioielli;cosmetics;libri;tipo_store_macro;tipo_store;nazione_iso_3166;localita;tipo_rapporto;data_apertura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI CASA JAKARTA;B2ZL02;ARMANI CASA;+ 62-21-5795 2222;DA VINCI TOWER JL. JEND. SUDIMAN KAV 12 - JAKARTA PUSAT;0;0;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;INDONESIA;JAKARTA;RETAILER;20110101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI CASA DUBAI;B60R01;ARMANI CASA;+971 429 71 777;AL ITTHAD ROAD, GARGASH BUILDINGS;0;0;0;0;0;1;1;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED ARAB EMIRATES;DUBAI;RETAILER;20121001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI CASA KIEV;B8DA01;ARMANI CASA;+38044 529 52 75;KRASNOARMEYSKAYA ST.131;0;0;0;0;0;1;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UKRAINE;KIEV;RETAILER;20130515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI CASA NEW DELHI;B9DK01;ARMANI CASA;+91 918 834 8444;JMD REGENT ARCADE M.G. ROAD GURGAON, HARAYANA,LEVEL III / LEVEL V;0;0;0;0;0;1;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;INDIA;NEW DELHI;RETAILER;20130415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI CASA GUATEMALA CITY;BGUO01;ARMANI CASA;(502) 2318-0500;O, 12 CALE 6-75 ZONA 10;0;0;0;0;0;1;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;GUATEMALA;GUATEMALA CITY;RETAILER;20140401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI TOKYO;002268;ARMANI COLLEZIONI;0081-3-3211-3100;1F, YURAKUCHO DENKI BUILDING, MINAMIKAN, 1-7-1, YURAKUCHO, CHIYODA-KU;1;0;0;1;0;0;1;0;0;0;0;0;0;FREE STANDING;MONOBRAND;JAPAN;TOKYO;PROPRIETA';19980505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI TOKYO;00229C;ARMANI COLLEZIONI;0081-3-5361-1747;4F, Takashimaya Shinjuku, 5-24-2, Sendagaya, Shibuya-ku;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;TOKYO;CONCESSION;19961004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI BRISBANE;00230V;ARMANI COLLEZIONI;;QUEENS PLAZA, 210 QUEENS STREET;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;AUSTRALIA;BRISBANE;CONCESSION;20140215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI INDOOROOPILLY;00230W;ARMANI COLLEZIONI;;322 MOGGILL ROAD;1;0;0;0;0;0;1;0;0;0;0;0;0;FREE STANDING;MONOBRAND;AUSTRALIA;INDOOROOPILLY;PROPRIETA';20140415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI SINGAPORE;002515;ARMANI COLLEZIONI;6304 1382;391 A ORCHARD ROAD, 2F, TAKASHIMAYA DEPT.STORE;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;SINGAPORE;SINGAPORE;RETAILER;20001109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DUBAI;003526;ARMANI COLLEZIONI;+971 4 2011198;BLOOMINGDALES - THE DUBAI MALL, FINANCIAL ROAD;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED ARAB EMIRATES;DUBAI;RETAILER;20091001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI RIYADH;01112Y;ARMANI COLLEZIONI;;OLAYA STREET;1;0;0;0;0;0;1;0;0;0;0;0;0;FREE STANDING;MONOBRAND;SAUDI ARABIA;RIYADH;RETAILER;20121001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI AL KHOBAR;011132;ARMANI COLLEZIONI;00966-2-6652428;PRINCE MUSSAD STREET;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;SAUDI ARABIA;AL KHOBAR;RETAILER;20080201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI MADRID;017402;ARMANI COLLEZIONI;0034-191-435-46-98;C/SERRANO, 8;0;0;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;SPAIN;MADRID;RETAILER;19980101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI BUSAN;092408;ARMANI COLLEZIONI;051-803-4594;LOTTE PUSAN - 1F,  503-15 BUJEON-DONG,JIN-GU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;BUSAN;RETAILER;19970201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DAEGU;092409;ARMANI COLLEZIONI;0082-53-431-1394;DEBEC PLAZA - 2F, 214 DAEBONG 1-DONG, CHUNG-KU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;DAEGU;RETAILER;19960901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI SEOUL;092410;ARMANI COLLEZIONI;02-773-5122;LOTTE DPT - 4F, 1 SOGONG-DONG, JUNG-GU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;SEOUL;RETAILER;19990201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI BUSAN;092413;ARMANI COLLEZIONI;051-636-9758;HYUNDAI PUSAN - 4F, 62-5 BEOMIL-DONG, DONG-GU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;BUSAN;RETAILER;19960701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI KWANG JU;092418;ARMANI COLLEZIONI;062-360-1357;4F, 49-1 GWANGCHEON-DONG, SEO-GU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;KWANG JU;RETAILER;20000825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DAEGU;092423;ARMANI COLLEZIONI;053-660-3082;LOTTE DAEGU -2F, 302-155 CHILSEONG-2-GA, BUK-GU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;DAEGU;RETAILER;20030201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI SEOUL;092443;ARMANI COLLEZIONI;02-2163-1272;HYUNDAY MOKDONG, 2F, 916 MOK 1-DONG, YANGCHEON-GU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;SEOUL;RETAILER;20060825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI KYUNGGIDO;09244B;ARMANI COLLEZIONI;031-695-1381;SHINSEGAE JUKJEON 2F, 1285 JUKJEON-DONG,SOOJI-GU, YONGIN-SI;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;KYUNGGIDO;RETAILER;20070322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DAEJEON;09244E;ARMANI COLLEZIONI;042-720-6021;2F,1036,DUNSAN 2 DONG,SEO-GU,GALLERIA DEPARTMENT STORE;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;DAEJEON;RETAILER;20080909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI GOYANG;092450;ARMANI COLLEZIONI;;2521, DAEWHA-DONG, ILSAN SEO-GU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;GOYANG;RETAILER;20100817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DAEGU;09245A;ARMANI COLLEZIONI;053-245-2212;2F, 2 GEISAN DONG, 2F, JEONG GU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;DAEGU;RETAILER;20110817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI ULSAN;09245I;ARMANI COLLEZIONI;;2F, 261 SAMSAAM-RO, NAMGU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;ULSAN;RETAILER;20120127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI KYUNGIGIDO;09245P;ARMANI COLLEZIONI;;1F, SEHYUNDONG, BUNDANGGU, SUNGNAMSI;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;KOREA SOUTH-REP.;KYUNGIGIDO;RETAILER;20120201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI MOSCOW;116513;ARMANI COLLEZIONI;;CROCUS CITY MALL, 65-66 KM MKAD,BLD.4;1;0;0;0;0;0;1;0;0;0;0;0;0;FREE STANDING;MONOBRAND;RUSSIAN FEDERATION;MOSCOW;RETAILER;20060104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI ST. PETERSBURG;11651M;ARMANI COLLEZIONI;+74959337300;DLT TSUM, BOLSHAYA KONYUSHENNAYA STR.21/3;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;RUSSIAN FEDERATION;ST. PETERSBURG;RETAILER;20120201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI MOSCOW;11651R;ARMANI COLLEZIONI;;VREMENA GODA (FOUR SEASONS);1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;RUSSIAN FEDERATION;MOSCOW;RETAILER;20130220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI PARIS;160001;ARMANI COLLEZIONI;01 44 14 38 28;AVENUE PAUL DOUMER 91;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;FRANCE;PARIS;RETAILER;20060402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI LINZ;23915E;ARMANI COLLEZIONI;+43 7327 73080 857;LANDSTRASSE 17-25;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;AUSTRIA;LINZ;RETAILER;20120701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI WUHAN;405307;ARMANI COLLEZIONI;;WUHAN INTERNATIONAL TRADE COMMERCE CENTRE, G/F , 566 JIANSHEROAD;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;WUHAN;RETAILER;20071130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI CHANGSHA;40530A;ARMANI COLLEZIONI;;1/F NEW WORLD DEPARTMENT STORE, No 153 WU YI WEST ROAD;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;CHANGSHA;RETAILER;20080801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI CHANGCHUN;40530I;ARMANI COLLEZIONI;;SHOP A-117&118,CHANGCHUN CHARTER TIMES SQ.1255 CHONGQING RD;1;0;0;0;0;0;1;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;CHANGCHUN;RETAILER;20101125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI FUZHOU;40530K;ARMANI COLLEZIONI;;DONGBAI DEPT.STORE 8, YANGQIAO EAST RD, DONGJIEKOU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;FUZHOU;RETAILER;20110410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI WUHAN;40530O;ARMANI COLLEZIONI;;WUHAN INT.PLAZA SHOPPING CENTRE, NO.690 JIEFANG AVE. HANKOU;1;0;0;0;0;0;1;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;WUHAN;RETAILER;20110909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI WENZHOU;40530Y;ARMANI COLLEZIONI;;HUAQIA HOTEL SHOPPING MALL, NO. 1 XINHE STREET;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;WENZHOU;RETAILER;20130327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI CHANGSHA;40530Z;ARMANI COLLEZIONI;;FRIENDSHIP SHOP, NO. .368, WUYI ROAD, WUHAN;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;CHANGSHA;RETAILER;20130824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI HANGZHOU;405315;ARMANI COLLEZIONI;;XIANG FU STREET, GONGSHU DISTRICT, ZHEJIANG;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;HANGZHOU;RETAILER;20130803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI SHANGHAI;462703;ARMANI COLLEZIONI;0086-21-62172941;CITIC SQUARE, 1168 NAN JING WEST ROAD, JINAN DISTRICT;1;0;0;0;0;0;1;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHANGHAI;RETAILER;20041001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI SHANGHAI;462704;ARMANI COLLEZIONI;;HONGQIAO FRIENDSHIP SHOPPING CENTRE,6 ZUN YI SOUTH ROAD;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;SHANGHAI;RETAILER;20060301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI SUZHOU;46270C;ARMANI COLLEZIONI;;SHOP 1048, GF, NO. 245 GUANQIAN STREET, SUZHOU MATRO SHOPPING MALL;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;SUZHOU;RETAILER;20070424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI SHANGHAI;46270G;ARMANI COLLEZIONI;;SHOP NO.127-128, YAOHAN DEPT STORE, NO. 501  ZHANGYANG ROAD,PUDONG;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;SHANGHAI;RETAILER;20071222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI WUXI;46270L;ARMANI COLLEZIONI;;SHOP 110 1/F, 343 WUXI COMMERCIAL MANSION, ZHONGSHAN ROAD;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;WUXI;RETAILER;20090301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI NANJING;46270M;ARMANI COLLEZIONI;;SHOP L127, NANJING DE JI  PLAZA, 18 ZHONGSHAN ROAD,;1;0;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;NANJING;RETAILER;20090328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI HEFEI;46270R;ARMANI COLLEZIONI;0086 2162471952;RUI JING CENTRE, NO. 1104, EAST CHANGJIANG ROAD;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;HEFEI;RETAILER;20090801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI HANGZHOU;46270T;ARMANI COLLEZIONI;;SHOP 1-25, HUA ZHE PLAZA, HANGZHOU TOWER BUILDING D, NO. 258HUAN CHENG NORTH ROAD;1;0;0;0;0;0;1;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;HANGZHOU;RETAILER;20090501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI CHANGZHOU;46270W;ARMANI COLLEZIONI;;95-97, YANLIN WEST ROAD;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;CHANGZHOU;RETAILER;20100301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
